accident	ntr_contain11	mark_fidrych	1
accident	ntr_contain11	rene_schneider	0
accidental_fall	ntr_contain11	owen_hart	1
accidental_fall	ntr_contain11	charlotte_canning_countess_canning	0
accountant	ntr_contain6	peg_phillips	1
accountant	ntr_contain6	friz_freleng	0
actor	ntr_contain6	edward_earle	1
actor	ntr_contain6	james_dixon	0
admiral	ntr_contain6	william_hargood	1
admiral	ntr_contain6	oskar_von_miller	0
aerospace_engineer	ntr_contain6	hans_von_ohain	1
aerospace_engineer	ntr_contain6	bruce_graham	0
afghanistan	ntr_contain5	timur_shah_durrani	1
afghanistan	ntr_contain5	edward_j_debartolo_sr	0
african_american	ntr_contain5	zip_the_pinhead	1
african_american	ntr_contain5	eva_peron	0
african_methodist_episcopal_church	ntr_contain12	p_b_s_pinchback	1
african_methodist_episcopal_church	ntr_contain12	frank_browne	0
agnosticism	ntr_contain12	francis_crick	1
agnosticism	ntr_contain12	rafael_urdaneta	0
aids	ntr_contain11	david_mccalden	1
aids	ntr_contain11	claude_akins	0
air_force_institute_of_technology	ntr_contain10	gus_grissom	1
air_force_institute_of_technology	ntr_contain10	elizur_goodrich	0
airplane_crash	ntr_contain11	ronnie_van_zant	1
airplane_crash	ntr_contain11	symon_petlura	0
albania	ntr_contain5	abdyl_frasheri	1
albania	ntr_contain5	sergey_muromtsev	0
albany_law_school	ntr_contain10	william_e_miller	1
albany_law_school	ntr_contain10	alma_richards	0
albert_ludwigs_university_of_freiburg	ntr_contain10	george_de_hevesy	1
albert_ludwigs_university_of_freiburg	ntr_contain10	ewald_christian_von_kleist	0
aligarh_muslim_university	ntr_contain10	mian_ghulam_jilani	1
aligarh_muslim_university	ntr_contain10	edgar_herschler	0
allahabad_university	ntr_contain10	shankar_dayal_sharma	1
allahabad_university	ntr_contain10	herbert_s_gutowsky	0
allegedly_murdered	ntr_contain11	pope_damasus_ii	1
allegedly_murdered	ntr_contain11	roger_livesey	0
allegheny_college	ntr_contain10	thomas_tipton	1
allegheny_college	ntr_contain10	frederic_william_maitland	0
alpha_kappa_alpha	ntr_contain6	carrie_snowden	1
alpha_kappa_alpha	ntr_contain6	max_fiedler	0
alzheimers_disease	ntr_contain11	paul_avrich	1
alzheimers_disease	ntr_contain11	jeanne_cagney	0
american_football_player	ntr_contain6	johnathan_goddard	1
american_football_player	ntr_contain6	carlos_lleras_restrepo	0
american_university	ntr_contain10	john_p_oneill	1
american_university	ntr_contain10	robert_devereux_2nd_earl_of_essex	0
amherst_college	ntr_contain10	clarence_birdseye	1
amherst_college	ntr_contain10	hew_lorimer	0
anatomist	ntr_contain6	jean_cruveilhier	1
anatomist	ntr_contain6	safdar_hashmi	0
anglican_church_of_australia	ntr_contain12	edmund_barton	1
anglican_church_of_australia	ntr_contain12	alec_empire	0
anglicanism	ntr_contain12	arthur_wellesley_1st_duke_of_wellington	1
anglicanism	ntr_contain12	mieczyslaw_rakowski	0
animal_attack	ntr_contain11	philip_iv_of_france	1
animal_attack	ntr_contain11	patsy_cline	0
animator	ntr_contain6	jack_mercer	1
animator	ntr_contain6	h_e_t_haultain	0
announcer	ntr_contain6	gene_rayburn	1
announcer	ntr_contain6	gene_vincent	0
anthropologist	ntr_contain6	ashley_montagu	1
anthropologist	ntr_contain6	porphyry	0
antioch_college	ntr_contain10	americus_v_rice	1
antioch_college	ntr_contain10	alfred_mirsky	0
antiquarian	ntr_contain6	samuel_ferguson	1
antiquarian	ntr_contain6	steve_clark	0
archaeologist	ntr_contain6	frans_blom	1
archaeologist	ntr_contain6	jj_johnson	0
archbishop	ntr_contain6	manuel_castro_ruiz	1
archbishop	ntr_contain6	mamie_smith	0
architect	ntr_contain6	hanns_hopp	1
architect	ntr_contain6	bedrich_smetana	0
argentina	ntr_contain5	jose_evaristo_uriburu	1
argentina	ntr_contain5	david_e_hughes	0
arianism	ntr_contain12	reccared	1
arianism	ntr_contain12	rudolph_a_neubauer	0
arizona_state_university	ntr_contain10	john_hughes	1
arizona_state_university	ntr_contain10	edward_d_thalmann	0
armenia	ntr_contain5	pavel_florensky	1
armenia	ntr_contain5	james_rudolph_garfield	0
army_war_college	ntr_contain10	tanaka_giichi	1
army_war_college	ntr_contain10	peter_d_mitchell	0
art_collector	ntr_contain6	isabella_stewart_gardner	1
art_collector	ntr_contain6	mel_blanc	0
art_critic	ntr_contain6	denis_diderot	1
art_critic	ntr_contain6	william_russell_grace	0
art_director	ntr_contain6	hal_pereira	1
art_director	ntr_contain6	solomon_rosowsky	0
artist	ntr_contain6	duccio	1
artist	ntr_contain6	vladimir_bartol	0
assassination	ntr_contain11	kathy_augustine	1
assassination	ntr_contain11	henry_dreyfuss	0
asthma	ntr_contain11	john_junkin	1
asthma	ntr_contain11	mohammed_nadir_shah	0
astrologer	ntr_contain6	pierre_dailly	1
astrologer	ntr_contain6	paul_henri_benjamin_destournelles_de_constant	0
astronaut	ntr_contain6	jack_swigert	1
astronaut	ntr_contain6	irving_wallace	0
astronomer	ntr_contain6	otto_wilhelm_von_struve	1
astronomer	ntr_contain6	arthur_p_hayne	0
ateneo_de_manila_university	ntr_contain10	rafael_buenaventura	1
ateneo_de_manila_university	ntr_contain10	huseyn_shaheed_suhrawardy	0
atheism	ntr_contain12	mieczyslaw_rakowski	1
atheism	ntr_contain12	john_jacob_rhodes	0
athlete	ntr_contain6	charles_peter_allen	1
athlete	ntr_contain6	paddy_chew	0
attorney_at_law	ntr_contain6	barbara_jordan	1
attorney_at_law	ntr_contain6	wallace_thurman	0
auburn_university	ntr_contain10	p_o_davis	1
auburn_university	ntr_contain10	william_boog_leishman	0
australia	ntr_contain5	dorothy_porter	1
australia	ntr_contain5	jerry_rubin	0
australian_national_university	ntr_contain10	kim_edward_beazley	1
australian_national_university	ntr_contain10	frank_murphy	0
austria	ntr_contain5	leopold_von_sacher-masoch	1
austria	ntr_contain5	gaston_comte_deu	0
austria-hungary	ntr_contain5	kurt_godel	1
austria-hungary	ntr_contain5	alan_shepard	0
austrian_empire	ntr_contain5	joseph_stefan	1
austrian_empire	ntr_contain5	wilfrid_laurier	0
author	ntr_contain6	john_bassett_moore	1
author	ntr_contain6	lucien_rebatet	0
aviation_accidents_and_incidents	ntr_contain11	john_garang	1
aviation_accidents_and_incidents	ntr_contain11	robert_mardian	0
aviator	ntr_contain6	hugh_armstrong_robinson	1
aviator	ntr_contain6	john_strong_newberry	0
bachelor_of_arts	ntr_contain10	j_hillis_miller_sr	1
bachelor_of_arts	ntr_contain10	george_cabell	0
baldwin-wallace_college	ntr_contain10	david_ferrie	1
baldwin-wallace_college	ntr_contain10	lorenzo_greene	0
